Message,Prediction,Topic
"

musone@acsu.buffalo.edu (Mark J. Musone) writes:

> P.S. any REALLY GOOD BOOKS on AM/FM theory ALONG WITH DETAILED
> ELECTRICAL DIAGRAMS would help a lot.
> I have seen a lot of theory books with no circuits and a lot of
> circuit books with no theory, but one without the other does not help.

Mixers have a wide variety of implementations; the Mini-Circuits
part you mention is a doubly-balanced diode mixer, but active ones
(BJT, FET) seem more popular in consumer receivers.  You might
call MCL; they have a nice catalog.

The universal answer for wide-coverage, theory+practice, RF design
is the _ARRL Handbook_, published by the American Radio Relay
League, the radio amateur organization.  Any technical bookstore
can order you one.  The book is superb, with lots of accessible
theory, construction projects, and generally interesting stuff.

You might also check out _Solid State Design for the Radio Amateur_
(I think), by Hayward and <someone>.  This has sharper design
and test information about subsystems like mixers.

Peter Monta   monta@image.mit.edu
MIT Advanced Television Research Program
",E,E
"

Last week I asked for help in getting an old homemade amp working with
my Sun CD-ROM drive. It turns out that the channel I was testing with
was burned out in the amp. The other channel works fine.

So now I need a new amplifier chip. My local Radio Shack no longer
carries components! The chip is a 12 pin SIP (?) labelled with BA5406
and then ""502 515"" below that.

Does anyone have a source? Thanks,
-- 
Bill Morrow    Clinical Neurosciences, University of Calgary
e-mail: morrow@cns.ucalgary.ca voice: (403) 220-6275 fax: (403) 283-8770 
3330 Hospital Drive NW Calgary, Alberta, CANADA T2N 4N1
",E,E
"
Message-ID: <1rs1ts$1mg@fitz.TC.Cornell.EDU>
References: <faUk03m6d0Kq00@amdahl.uts.amdahl.com> <1993Apr29.214120.8837@pony.Ingres.COM> <lu2defINNac7@news.bbn.com>
NNTP-Posting-Host: msiadmin.cit.cornell.edu

In article <lu2defINNac7@news.bbn.com> levin@bbn.com (Joel B Levin) writes:
>bobm@Ingres.COM (Bob McQueer) writes:
>|One question I do have - a doctor who flushed out my ears once also advocated
>|a drop of rubbing alcohol in them afterwards to flush out any remaining
>|trapped water - said he told swimmers to do this after swimming, too.  It
>|works, but it stings like the devil, so I've always been content to let any
>|water in my ears from swimming or flushing them out figure out how to get
>|out by itself if shaking my head a few times won't do the trick.  Any
>|comments?

Perhaps diluting the rubbing alcohol in some water, until you
feels comfortable will do the trick ?


",E,M
"
Date: Fri, 23 Apr 1993 08:07:34 +0000
Message-ID: <735552454snz@dataman.demon.co.uk>
Sender: usenet@demon.co.uk


>I am 35 and am recovering from a case of Chicken Pox which I contracted
>from my 5 year old daughter.  I have quite a few of these little puppies
>all over my bod.  At what point am I no longer infectious?  My physician's
>office says when they are all scabbed over.  Is this true?

I have been in the same boat as you last year. I've tried four times to
send you an email response, but your end doesn't seem to accept my mail?
Please let me know if you receive this.

Cheers Nigel

   ************************************************************************
   * NIGEL BALLARD  | INT: nigel@dataman.demon.co.uk  |    VACANT LOT     *
   * BOURNEMOUTH UK | CIS: 100015.2644   RADIO-G1HOI  |     FOR RENT      *
   ************************************************************************
                           DIARIES OF THE FAMOUS...
     Colonel Custer...Surrounded by Indians, just when I fancied a Chinese!

",E,M
"
IMPORTANT-INFO: It is HUMBLY suggested by Robert's FANS that you REDIRECT all
	FOLLOWUPS into alt.fan.robert.mcelwaine, or at least CONSIDER doing so.
Followup-To: alt.fan.robert.mcelwaine

          

                              BIOLOGICAL ALCHEMY
                          
                        ( ANOTHER Form of COLD FUSION )

               ( ALTERNATIVE Heavy Element Creation in Universe ) 

               A very simple experiment can demonstrate (PROVE) the 
          FACT of ""BIOLOGICAL TRANSMUTATIONS"" (reactions like Mg + O 
          --> Ca, Si + C --> Ca, K + H --> Ca, N2 --> CO, etc.), as 
          described in the BOOK ""Biological Transmutations"" by Louis 
          Kervran, [1972 Edition is BEST.], and in Chapter 17 of the 
          book ""THE SECRET LIFE OF PLANTS"" by Peter Tompkins and 
          Christopher Bird, 1973: 

               (1) Obtain a good sample of plant seeds, all of the same 
                   kind.  [Some kinds might work better that others.]

               (2) Divide the sample into two groups of equal weight 
                   and number.

               (3) Sprout one group in distilled water on filter paper 
                   for three or four weeks.

               (4) Separately incinerate both groups.

               (5) Weigh the residue from each group.  [The residue of 
                   the sprouted group will usually weigh at least 
                   SEVERAL PERCENT MORE than the other group.]

               (6) Analyze quantitatively the residue of each group for 
                   mineral content.  [Some of the mineral atoms of the 
                   sprouted group have been TRANSMUTED into heavier 
                   mineral elements by FUSING with atoms of oxygen, 
                   hydrogen, carbon, nitrogen, etc..]

          
               BIOLOGICAL TRANSMUTATIONS occur ROUTINELY, even in our 
          own bodies. 
          
               Ingesting a source of organic silicon (silicon with 
          carbon, such as ""horsetail"" extract, or radishes) can SPEED 
          HEALING OF BROKEN BONES via the reaction Si + C --> Ca, (much 
          faster than by merely ingesting the calcium directly).  
          
               Some MINERAL DEPOSITS in the ground are formed by micro-
          organisms FUSING together atoms of silicon, carbon, nitrogen, 
          oxygen, hydrogen, etc.. 
          
               The two reactions Si + C <--> Ca, by micro-organisms, 
          cause ""STONE SICKNESS"" in statues, building bricks, etc..  
          
               The reaction N2 --> CO, catalysed by very hot iron, 
          creates a CARBON-MONOXIDE POISON HAZARD for welder operators 
          and people near woodstoves (even properly sealed ones). 
          
               Some bacteria can even NEUTRALIZE RADIOACTIVITY! 
          

               ALL OF THESE THINGS AND MORE HAPPEN, IN SPITE OF the 
          currently accepted ""laws"" of physics, (including the law 
          which says that atomic fusion requires EXTREMELY HIGH 
          temperatures and pressures.) 



          ""BIOLOGICAL TRANSMUTATIONS, And Their Applications In 
               CHEMISTRY, PHYSICS, BIOLOGY, ECOLOGY, MEDICINE, 
               NUTRITION, AGRIGULTURE, GEOLOGY"", 
          1st Edition, 
          by C. Louis Kervran, Active Member of New York Academy of 
               Science, 
          1972, 
          163 Pages, Illustrated, 
          Swan House Publishing Co.,
               P.O. Box 638, 
               Binghamton, NY  13902 

          
          ""THE SECRET LIFE OF PLANTS"", 
          by Peter Tompkins and Christopher Bird, 
          1973, 
          402 Pages, 
          Harper & Row, 
               New York
          [Chapters 19 and 20 are about ""RADIONICS"".  Entire book is 
               FASCINATING! ]
          

               For more information, answers to your questions, etc., 
          please consult my CITED SOURCES (the two books). 



               UN-altered REPRODUCTION and DISSEMINATION of this 
          IMPORTANT Information is ENCOURAGED. 


                                   Robert E. McElwaine
                                   B.S., Physics and Astronomy, UW-EC


",E,M
"
Nntp-Posting-Host: tw100.eng.cam.ac.uk

davidj@rahul.net (David Josephson) writes:

>In <C5JJJ2.1tF@cmcl2.nyu.edu> ali@cns.nyu.edu (Alan Macaluso) writes:

>>I'm looking to build a microphone preamp that has very good low-noise characteristics,  large clean gain, and incorportates phantom power (20-48 volts (dc)) for a PZM microphone.  I'm leaning towards a good, low-cost (??) instrumentation amplifier to maintain the balanced input from the microphone, for its good CMRR, internal compensation, and because i can use a minimal # of parts.  

>>Does anyone out there have any experience, suggestions, advice, etc...that they'd like to pass on, I'd greatly appreciate it.

>Without doing anything really tricky, the best I've seen is the
>Burr-Brown INA103. Their databook shows a good application of this
>chip as a phantom power mic pre.

I've had very good results from the SSM2016 from PMI (part of Analogue
Devices). They have also now introduced the SSM2017 which looks good on
paper, but which I haven't tried yet.

Christopher
--
 ==============================================================================
  Christopher Hicks    |      Paradise is a Linear Gaussian World
  cmh@uk.ac.cam.eng    |    (also reported to taste hot and sweaty)
 ==============================================================================
",E,E
"

LLBGB@utxdp.dp.utexas.edu wrote:
: Distribution: usa
: Reply-To: lihan@ccwf.cc.utexas.edu

: While I'm on the net bugging everyone, is there such a thing as a chip
: or chipset to decode Code 39 barcode?  I ask for a couple of reasons --
: mainly I want a reasonably compact encoding scheme to write information
: on magstripe cards and Code 39 appears to be about right.  (If the 'right'
: way to do it is something else, and it's reasonably easy, can someone let
: me know?)

: I might not get a chance to reply too quickly to this or my earlier post,
: but I'll get to them within a couple days, I think ..

: thanx everyone!  <BGB>  lihan@ccwf.cc.utexas.edu

Hewlett Packard has a series of barcode decoder ICs HBCR-1800, HBCR-2000,
and HBCR-2010 and they support 3of9  extended 3of9  interleaved 2of5  
and UPC codes. The 2000 and 2010 pieces add codabar and code 128.

These chips support HP's barcode wands and slot readers.

An 1800 + a HEDS-3050 wand run about $150 CDN .

Ian.

",E,E
"
NNTP-Posting-Host: stein.u.washington.edu


Hello, a friend is under going kemotherapy(sp?) for breast cancer. I'm
trying to learn what I can about it. Any info would be appreciated.
Thanks.
",E,M
"
Distribution: na
Message-ID: <1pt2q1INN6pv@lynx.unm.edu>
References: <noringC4nuG9.EIK@netcom.com> <19435@pitt.UUCP>
NNTP-Posting-Host: carina.unm.edu

In article <19435@pitt.UUCP> geb@cs.pitt.edu (Gordon Banks) writes:
>>In article steward@cup.portal.com (John Joseph Deltuvia) writes:
>>
>>>There was a story a few weeks ago on a network news show about some sort
>>>of fungus which supposedly attacks the bone structure and is somewhat
>>>widespread in California.  Anybody hear anything about this one?
>>
>
>The only fungus I know of from California is Coccidiomycosis.  I
>hadn't heard that it attacked bone.  It attacks lung and if you
>are especially unlucky, the central nervous system.  Nothing new
>about it.  It's been around for years.  THey call it ""valley
>fever"", since it is found in the inland valleys, not on the coast.

There is a mini-epidemic of Coccidiodes that is occurring in,
I believe, the Owen's Valley/ Bishop area east of the Sierras.
I don't believe there has been any great insight into the
increased incidence in that area. There is a low-level
of endemic infection in that region. Many people with
evidence of past exposure to the organism did not have
serious disease.

Brian
>


",M,M
"
Message-ID: <1qk3bjINN2sq@rave.larc.nasa.gov>
References: <C5G1EI.1r8@srgenprp.sr.hp.com> <qa$@byu.edu> <JWATERMA.93Apr14214858@jade.tufts.edu>
NNTP-Posting-Host: grissom.larc.nasa.gov

In article <JWATERMA.93Apr14214858@jade.tufts.edu> jwaterma@jade.tufts.edu (Jason Waterman) writes:
>I talked to a friend who works for Radio Shack, and he said the deal
>with the Red Batteries were that they had too much lead in them.
>Condidering the Red Batteries had a life cycle shorter than a mayflies, 
>I think the EPA was worried about all those batteries being dumped out.

Pardon me, but why would carbon-zinc cells have any lead in them at all.
--scott

",E,E
"
Sender: news@nwfocus.wa.com
Message-ID: <1qtmjq$ahd@nwfocus.wa.com>
References: <C5Mv3v.2o5@world.std.com> <1993Apr18.175802.28548@clpd.kodak.com>
NNTP-Posting-Host: nwfocus.wa.com

Also, don't forget that it's better for your health to enjoy your steak
than to resent your sprouts ...
-- 
Mark McWiggins        Hermes & Associates		+1 206 632 1905 (voice)
markmc@halcyon.com    Box 31356, Seattle WA 98103-1356  +1 206 632 1738 (fax)
",E,M
"


Gary Merrill writes:
> .. Not every wild flight of fancy serves
> (or can serve) in the appropriate relation to a hypothesis.  It is
> somewhat interesting that when anyone is challanged to provide an
> example of this sort the *only* one they come up with is the one about
> Kekule.  Surely, there must be others.  But apparently this is regarded
> as an *extreme* example of a ""non-rational"" process in science whereby
> a successful hypothesis was proposed.  But how non-rational is it?

Indeed, an extreme example.  It came ""out of nowhere.""  The connection
Kekule saw between it and his problem is fortunate but not extraordinary.
I, for example, often receive/conjure solutions (hypotheses for solutions) 
to my everyday problems at moments when I appear to myself to be occupied 
with activities quite removed.  Algorithms for that new software feature come
when I trample the meadow on my occasional runs.  Alternative (better>) ways 
to instruct and rear my sons arrive while I weed the garden.  I'll swear I am 
not thinking about any of it when ideas come.   

These ideas are not the stuff of ""great"" discoveries, of course, but my
connecting them to particular problems is fraught with deliberation and
occasional fits of rationality.

> Surely it wasn't the *only* daydream [Kekule] had.  What was special about
> *this* one?  Could it have had something to do with a perceived
> *analogy* between the geometry of the snakes and problems concerning
> geometry of molecules?  

Yes.  And he was lucky to have such a colorful, vivid image.  I, alas, will
never figure out why returning worms to the loose soil of my garden brought, 
""have him count objects instead of merely count"" to mind regarding my 2 
year-old's fledging arithmetic skills.

> ... Upon close examination,
> is there a non-rational mystical leap taking place, or is it perhaps
> closer to a formal (though often incomplete) analogy or model?

The latter.  Worms wiggling around in the dirt fascinate my son.

Regards,

Ted 
-- 
Ted Lehr                             | ""...my thoughts, opinions and questions...""
Future Systems Technology Group, AWS |   
IBM 				     | Internet: lehr@futserv.austin.ibm.com
Austin, TX  78758		     |   
",E,M
"
Message-ID: <1quci2INN506@fmsrl7.srl.ford.com>
NNTP-Posting-Host: slee01.srl.ford.com
X-Newsreader: Tin 1.1 PL5

[ Article crossposted from comp.windows.ms ]
[ Author was Kevin Routh ]
[ Posted on 19 Apr 1993 12:35:55 GMT ]

For your information:

I hooked up my ImageWriter I to my COM1 serial port and used the C-Itoh
8510 driver in Windows 3.1.  The cable I am using is a straight-thru
cable connected to a Null Modem Adapter I got at Radio Shack (catalog
#26-1496a) for $4.95.  It seems to work fine with both DOS and Windows.
I used the following command in DOS

	C:\DOS\mode COM1:9600,n,8,1,p

and set up the port the same way in the Windows Ports setup.

the Null Modem connections are as follows:

	1	to	1
	2	to	3
	3	to	2
	4	to	5
	5	to	4
	6+8	to	20
	20	to	6+8
	7	to	7

I printed from several applications and all seems OK.  

-- 
Kevin C. Routh                     Internet:    krouth@slee01.srl.ford.com
Ford Electronics                   IBMmail (PROFS):               USFMCTMF
ELD IC Engineering
17000 Rotunda Drive, B-121         Voice mail:              (313) 337-5136
Dearborn, MI  48121-6010           Facsimile:               (313) 248-6244



--
Kevin C. Routh                     Internet:    krouth@slee01.srl.ford.com
Ford Electronics                   IBMmail (PROFS):               USFMCTMF
ELD IC Engineering
17000 Rotunda Drive, B-121         Voice mail:              (313) 337-5136
Dearborn, MI  48121-6010           Facsimile:               (313) 248-6244


--
Kevin C. Routh                     Internet:    krouth@slee01.srl.ford.com
Ford Electronics                   IBMmail (PROFS):               USFMCTMF
ELD IC Engineering
17000 Rotunda Drive, B-121         Voice mail:              (313) 337-5136
Dearborn, MI  48121-6010           Facsimile:               (313) 248-6244

",E,E
"
Distribution: usa
Message-ID: <QfkVcmK00iV3M96PkM@andrew.cmu.edu>
NNTP-Posting-Host: andrew.cmu.edu
In-Reply-To: <1993Apr6.203237.20841@eagle.lerc.nasa.gov>


    Do you know if there is an airport nearby? They may just be markers
to tell pilots of small planes that there are power lines nearby.

/Joe
",E,E
"


Greetings!
      
        Situation:  I have a phone jack mounted on a wall.  I don't
                    know the number of the line.  And I don't want
                    to call up the operator to place a trace on it.

        Question:   Is there a certain device out there that I can
                    use to find out the number to the line?
        Thanks for any response.
                                                    Al

  
",E,E
"

Joseph Chiu (josephc@cco.caltech.edu) wrote:
: sehari@iastate.edu (Babak Sehari) writes:
: 
: >Similarly, people usually use dB for dBm. Another common mistake is spelling
: >``db'' instead of ``dB'' as you did in your article. See the ``B'' is for 
: >``Bell'' company, the mother of AT&T and should be capitalized.
: 
: Thus, a deciBell (deci-, l., tenth of + Bell) is a fractional part of the 
: original Bell.  For example, SouthWestern Bell is a deciBell.

Out of what hat did you pull this one?  dB is a ratio not an RBOC!        

: And the measure of current, Amp, is actually named after both the AMP company
: and the Amphenol company.  Both companies revolutionized electronics by
: simulatenously realizing that the performance of connectors and sockets 
: were affected by the amount of current running through the wires.

Sorry.  The unit for current is the AMPERE which is the name of a french-man
named AMPERE who studied electrical current.  The term AMP is just an abbreviation
of it.  The company AMP came after the AMPERE unit was already in use.
  
: The Ohmite company was the first to characterize resistances by numbers, thus
: our use of the Ohms...

I don't know about this one, but it doesn't sound right.
  
: 
: Alexander Graham Bell, actually, is where Bell came from...  
Well you got one thing right!
: 
: 
: 
: Actually, Bel refers
: 
: >                          With highest regards,
: >                               Babak   Sehari.
: 
: >-- 
: -- 
: Joseph Chiu        | josephc@cco.caltech.edu  ""OS/2: You gotta get this thing!"" 
: MSC 380 - Caltech  | 
: Pasadena, CA 91126 |   OS/2: The operating system of tomorrow, today.
: +1 818 449 5457    |   

Greg Moffatt
Bell-Northern Research Inc., Ottawa Canada
""My opinions; not BNR's""
",E,E
"
Sender: johnh@macadam (John Haddy)
Distribution: world
Message-ID: <1pqisg$ib4@sunb.ocs.mq.edu.au>
References: <1993Apr2.171415.29676@doug.cae.wisc.edu> <C4vs0G.5ux@murdoch.acc.Virginia.EDU> <1993Apr5.120921.28985@dxcern.cern.ch>
NNTP-Posting-Host: macadam.mpce.mq.edu.au

In article <1993Apr5.120921.28985@dxcern.cern.ch>, jeroen@dxcern.cern.ch (Jeroen Belleman) writes:
|> In article <C4vs0G.5ux@murdoch.acc.Virginia.EDU> dgj2y@kelvin.seas.Virginia.EDU (David Glen Jacobowitz) writes:
|> >	Is it just me, or does anybody else out there NOT like digital
|> >scopes. My school has ...
|> >
|> >					David Jacobowitz
|> >					dgj2y@virginia.edu
|> 
|> Oh no you're not the only one. Analogue scopes give you (or me, at
|> least) a fair idea of what's going on in a circuit. Digital scopes
|> seem to have a habit of inventing a sizable part of it. E.g. even
|> when there are only a few samples per period, our HP54510A displays a
|> continuous waveform, complete with non-existing overshoots. I've
|> waded through lots of manual pages and menus, but I haven't found yet
|> how to turn this off. It doesn't show which points have actually
|> been measured, as opposed to those which have been interpolated,
|> either.

Perhaps you're using the wrong brand! (Sorry all HP fans, but I have
a hard time being convinced that their scopes match the rest of their
(excellent) gear).

One of the principal functions I look for when considering a DSO is
whether you can turn interpolation off. The other important feature
is to disable repetitive waveform acquisition i.e. being able to lock
the instrument into real time capture mode.

|> 
|> Secondly, I don't like menus. I want to see all common functions
|> with their own button. (You'll have guessed I love analogue Tek
|> scopes) I'd choose a knob with printed legend over an on-screen
|> display with up-down buttons right away. The single knob of most
|> digital instruments never seems to be connected to the right function
|> at the right moment.
|> 

I agree with you here. The only consolation is that manufacturers are
_beginning_ to pay attention to ergonomics when designing the menus.
However, to be fair, it seems that first time scope users (our students)
seem to adjust to menus easier than navigating around the twenty or
more knobs required of a ""real"" scope :-)

|> Last but not least, you never know if the waveform displayed is old
|> or recent, noisy or just incoherently modulated, heck, you don't
|> even know if it really looks the way it's displayed. Digital scopes
|> only show you a tiny fraction of what's going on. Most of the time
|> the're busy computing things.

This is one area that newer DSOs are addressing. I recently evaluated
the latest box from Tek - their TDS320 - which seems to be a worthy
alternative to a standard 100MHz analogue CRO. This instrument has
a 100MHz, 500Ms/s spec, meaning that it is _always_ in real time
capture mode. The pricing also matches equivalent analogue scopes in
the range. The downer is that the instrument uses menus again, but at
least they appear to be logically laid out.
|> 
|> There are only three situations for which I would prefer a digital
|> scope: Looking at what happened before the trigger, looking at rare
|> events, and acquiring the data to have my computer play with it.
|> 
|> 
|> Let's hope scope manufacturers are listening...
|> 
|> Best regards,
|> Jeroen Belleman
|> jeroen@dxcern.cern.ch

One more thing about the new, ""simpler"", front panels. These instruments
tend to use digital rotary encoders as knobs now. This is a vast improvement
over the old oak switch. The single most common cause of failure in our
scopes (other than students blowing up inputs!) is mechanical wear on these
switches. I look at the new panels as a great step toward increasing the
longevity of the instruments.

JohnH

----------------------------------------------------------------------------

      |  _  |_   _   |_|  _   _|  _|              Electronics Department
    |_| (_) | | | |  | | (_| (_| (_| \/           School of MPCE
    ---------------------------------/-           Macquarie University
                                                  Sydney, AUSTRALIA 2109

    Email: johnh@mpce.mq.edu.au, Ph: +61 2 805 8959, Fax: +61 2 805 8983

----------------------------------------------------------------------------
",E,E
"

In article kmldorf@utdallas.edu (George Kimeldorf) writes:
>In article badboy@netcom.com (Jay Keller) writes:

>>(I've already heard from a couple who said they had it and it didn't
>>really help them).
>>
>>I am a moderately severe asthmatic.  ENT doc says large percentage see some
>>relief of their asthma after sinus surgery.  Also he said it is not unheard of
>>that migraines go away after chronis sinusitis is relieved.

>Did your ENT also tell you that this procedure may remove warts from the soles
>of your feet and improve your sex life?

Actually, severe headaches due to stopped up sinuses (plugged ostia) are
possible, and sinus surgery which widens the ostia - from the normal 2
mm to about 10 mm - should relieve this.  There are non-surgical ways,
however, to keep the ostia open (however, in a few individuals, their
ostia are naturally very small), and Dr. Ivker's book talks about this.
The underlying cause of chronic sinusitis is NOT cured by this kind of
sinus surgery, though.

About asthma, that's a little more controversial.  Dr. Ivker, in his book,
""Sinus Survival"", *speculates* (and says it's not proven), that many cases
of asthma are triggered by chronic sinusitis due to the excessive drainage
(postnasal drip) from the sinuses.  He's had many patients who've found
relief from asthma when the chronic sinusitis is reduced or eliminated -
not clinical proof, but compelling anecdotal information of this speculation.

Before doing any sinus surgery, first get THE BOOK - it discusses surgery,
as well as a good non-surgical treatment program for chronic sinusitis.

Jon Noring

-- 

Charter Member --->>>  INFJ Club.

If you're dying to know what INFJ means, be brave, e-mail me, I'll send info.
=============================================================================
| Jon Noring          | noring@netcom.com        |                          |
| JKN International   | IP    : 192.100.81.100   | FRED'S GOURMET CHOCOLATE |
| 1312 Carlton Place  | Phone : (510) 294-8153   | CHIPS - World's Best!    |
| Livermore, CA 94550 | V-Mail: (510) 417-4101   |                          |
=============================================================================
Who are you?  Read alt.psychology.personality!  That's where the action is.
",M,M
"

I've had cold sores in the past.  But they have always been in the 
corner of my mouth.  Recently,  I've had what appears to be
a cold sore, but on my lower lip in the middle (above the chin).

Can cold sores appear anywhere around the mouth (or body)?

Is there a medical term for cold sore?

-- 
 Ralph Yozzo (yozzo@watson.ibm.com)  
 From the beautiful and historic New York State Mid-Hudson Valley.
",E,M
"
Nntp-Posting-Host: vms.ocom.okstate.edu

In article <1993Apr29.003406.55029@ux1.cts.eiu.edu>, cfaks@ux1.cts.eiu.edu (Alice Sanders) writes:
> A student told me today that she has been diagnosed with kidney stones, a
> cyst on one kidney, and a kidney infection.  She was upset because her
> condition had been misdiagnosed since last fall, and she has been ill all
> this time.  During her most recent doctor's appointment at her parents'
> HMO clinic, she said that about FORTY! x-rays were made of her kidney.
> When she asked why so many x-rays were being made, she was told by a
> technician that they need to see the area from different views, but she
> says that about five x-rays were made from EACH angle.  She couldn't help
> feeling that something must be wrong with the procedure or something.  She
> is a pre-med student and feels she could have understood what was
> happening if someone would have explained.  When nobody would, she got
> worried.
> 	Also, she is told that thre are 300! surgery patients ahead of her
> and that they cannot do surgery until August or so.  It is now April...
> She is supposed to rest a lot and drink fluids.  But she has to go to
> classes.  She wonders why they have given her no medicine.  She plans to
> call back her doctor's office / clinic and try to get answers to these
> questions.  But I told her I would also write in to sci.med and see what I
> could find out about why there were so many x-rays and whether it seems
> o.k. to wait in line 3 or more months for surgery for something like this
> or whether she should be looking elsewhere for her care.  She does plan to
> get a second opinion, too. 
> 
> 	I will pass info on to her.  It never hurts to get information
> from more than one source.  
> 
> You can e-mail me or post.
> 
> Thanks.
> 
> Alice

My opinion(for what it's worth) is that 40 x-rays is *way* too many.  
Guidleines have been set on the number of dental x-rays and chest x-rays 
that one should have over a given period of time because of all the 
environmental factors that can cause cancer in humans, ionizing radiation 
is one of the most potent(splits DNA and causes hydroxyl free radical 
formation in tissue cells).  Ultasound(like that used in seeing the fetus 
in the uterus) has been shown to be extremely good at picking up tumors 
in the prostate and gallstones in the gallbladder.  But kidney tissue may 
be too dense for ultrasound to work for kidney stones(any radiologists care 
to comment?).

Most stones will pass(but it's a very painful process).  Unlike gallstones, 
I don't think that there are many drugs that can help ""dissolve"" the 
kidney stone(which is probably calcium-oxalate).  Vitamin C and magnesium 
have worked in rabbits to remove calcium from calcified plaques in the 
aterial wall.  I have no idea if a diet change or supplementation could 
speed up the process of kidney stone passage(but I'm pretty confident that 
a diet change and/or supplementation can prevent a reoccurance).  If surgery 
is being contemplated, the stone must be in the kidney tubule.  A second 
opinion is a good idea because there are better(less damaging) ways to break 
up the stone if it's logged within the kidney(sonic blasts).  HMO's are 
notorious for conservative care and long waits for expensvie treatments.  
My condolences to your friend. 

Marty B.
",M,M
"

In article <1993Apr2.182216.28603@walter.bellcore.com>, deaddio@ski.bellcore.com (Michael DeAddio) writes:

|> |> Question 2:
|> |> 
|> |> 	If I am right about the doppler(if I spell it different every time,
|> |> maybe one will be right) effect, how does the radar get an accurate reading
|> |> when the car containing it is moving??  It would seem to me ( for all thats
|> |> worth) that it would need to be calibrated with the speedometer of the car
|> |> containing it??  I am fairly sure this isn't the case, so whats the deal??
|> 
|> Essentially, this is actually how it is done.  The radar gun is tied into
|> the speedometer of the car.

No, it is independent of the speedometer. The gun processes two doppler
returns--the speed of the car relative to the pavement and the speed
of the target, taking the difference between the two. Some guns with
a ""moving mode"" actually have a split beam with one beam aimed
preferentially at the pavement.

Car and Driver had a good article on traffic radar, but it was back in
1985. I used its contents and references to defend myself against a bogus
radar-measured ticket. It detailed ""moving mode,"" which is easier to
defend against because of the increased amount of variables.

-- 
--------------------------------------------------------------------
       Dave Medin			Phone:	(205) 730-3169 (w)
    SSD--Networking				(205) 837-1174 (h)
    Intergraph Corp.
       M/S GD3004 		Internet: dtmedin@catbyte.b30.ingr.com
  Huntsville, AL 35894		UUCP:  ...uunet!ingr!b30!catbyte!dtmedin

   ******* Everywhere You Look (at least around my office) *******

 * The opinions expressed here are mine (or those of my machine)
",E,E
"
",E,M
"

John Ackermann x 2966 (jra@law7.DaytonOH.NCR.COM) wrote:
: My next project is to come up with an IF/detector module for fast -- 112
: to 250 kB/sec -- packet radio use.  No fancy modulation scheme, just
: wide FSK for use at 902 or 1296 MHz.

: I'm a bit familiar with the Motorola 3362 chip, but I wonder if there
: are newer designs that might work at higher input frequencies.

: My goal is to come up with an inexpensive design for a receiver ""back
: end"" with IF input on one end and an FSK demondulator on the other.  I'm
: particularly interested in ways to use a higher IF than 10.7 -- do any
: current chips work up to, say 150MHz with internal downconversion so a
: normal IF filter can be used?

: Any suggestions?

: John

  What you describe is very close to what I built and described in the
10th ARRL Computer Network Conference proceedings.

  I built 10 watt FSK transceivers at 904 MHz.  They are essentially
double conversion transverters with digital mod and demod at 29 MHz.
The receiver uses the MC13055 which is the same FSK receiver chip I used
previouslyu in the 2 Mbps 10 GHz data link I first published in Ham
Radio and which is now also in the ARRL handbook.

  The MC3356, which includes a VHF converter section, could also be used
at these speeds.  There is a newer and perhaps slightly improved design
of this (the MC13056 if I remember rightly).

  While using this would have let me reduce the ""external"" IF count on
receive, it didn't really offer all that much help on transmit so I
didn't bother with it.

  The radios I built were first designed and built for 512 kbps in a 2
MHz channel but later reduced to half that.  These 256 kbps radios
actually have done quite well in across-the-bench tests at 384 kbps and
speed is pretty much a function of filter design.  Handling the data
stream is another matter entirely.

  Some of the existing radios are currently deployed on hilltops in a
""beacon"" test mode.  While there is not yet end-end two-way data flow
due to lack of resources to debug software for the digital hardware (MIO
also shown in the CNC proceedings), data is perfect copy at n6gn.  Even
though the data clock is currently at about half speed, the a 2+ kbytes
of the test text (chapter 55 of Isaiah) takes only a little over 1/8 of
a second.

  I've been hoping that someone would get interested enough to step in
and get involved in writing code to make the whole thing usable (Borland
IDE environment with remote debugging possible as mentioned in the
proceedings) but to date a couple of us have been on our own and running
low on resources of time, money and energy.

  If anyone in the SF bay area wants to check it out there is also a CW
ID after the text on the mark side at 904.740 MHz from beacons on Sonoma
Mtn and Black Mtn (overlooking Si valley).  The antenna is horizontally
polarized.

  I guess in retrospect my suggestions are that this is a fairly costly
approach if the radios are intended for users rather than backbones and
you might want to carefully consider your ""target"".  If you can't
arrange your paths such that you have complete line-of-sight I think
you'll want to address the inter-symbol-interference caused by
multipath and probably link C/N budgets if paths are very far from LOS.
For more details, see the 10th CNC.  I'm currently working on a spread
spectrum, direct conversion design to address some of these problems.
I'd be glad to help as I can with any design problems.

73
Glenn Elmore n6gn

N6GN @ K3MC      
amateur IP:	glenn@SantaRosa.ampr.org
Internet:	glenne@sr.hp.com 


",E,E
"
Distribution: na
Message-ID: <1rimd6$gi6@agate.berkeley.edu>
References: <1993Apr13.185252.10270@samba.oit.unc.edu> <C5FsoG.HDw@acsu.buffalo.edu> <badboyC64qIq.BA6@netcom.com>
NNTP-Posting-Host: zion.berkeley.edu

A woman once told me her doctor told her that I
could catch, asymptomatically, her yeast infection
from her, then give it back to her, causing
a relapse.

Probably bogus, but if not, it's another reason to use
latex...

Steve
",M,M
